path,tag
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-04-01.npz,2010-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-04-07.npz,2010-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-04-14.npz,2010-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-04-21.npz,2010-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-04-28.npz,2010-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-05-01.npz,2010-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-05-07.npz,2010-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-05-14.npz,2010-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-05-21.npz,2010-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-05-28.npz,2010-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-06-01.npz,2010-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-06-07.npz,2010-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-06-14.npz,2010-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-06-21.npz,2010-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-06-28.npz,2010-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-07-01.npz,2010-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-07-07.npz,2010-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-07-14.npz,2010-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-07-21.npz,2010-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-07-28.npz,2010-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-08-01.npz,2010-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-08-07.npz,2010-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-08-14.npz,2010-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-08-21.npz,2010-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-08-28.npz,2010-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-09-01.npz,2010-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-09-07.npz,2010-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-09-14.npz,2010-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-09-21.npz,2010-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-09-28.npz,2010-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-10-01.npz,2010-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-10-07.npz,2010-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-10-14.npz,2010-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-10-21.npz,2010-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-10-28.npz,2010-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-11-01.npz,2010-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-11-07.npz,2010-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-11-14.npz,2010-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-11-21.npz,2010-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-11-28.npz,2010-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-12-01.npz,2010-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-12-07.npz,2010-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-12-14.npz,2010-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-12-21.npz,2010-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2010-12-28.npz,2010-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-01-01.npz,2011-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-01-07.npz,2011-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-01-14.npz,2011-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-01-21.npz,2011-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-01-28.npz,2011-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-02-01.npz,2011-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-02-07.npz,2011-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-02-14.npz,2011-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-02-21.npz,2011-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-02-28.npz,2011-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-03-01.npz,2011-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-03-07.npz,2011-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-03-14.npz,2011-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-03-21.npz,2011-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-03-28.npz,2011-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-04-01.npz,2011-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-04-07.npz,2011-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-04-14.npz,2011-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-04-21.npz,2011-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-04-28.npz,2011-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-05-01.npz,2011-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-05-07.npz,2011-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-05-14.npz,2011-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-05-21.npz,2011-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-05-28.npz,2011-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-06-01.npz,2011-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-06-07.npz,2011-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-06-14.npz,2011-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-06-21.npz,2011-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-06-28.npz,2011-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-07-01.npz,2011-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-07-07.npz,2011-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-07-14.npz,2011-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-07-21.npz,2011-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-07-28.npz,2011-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-08-01.npz,2011-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-08-07.npz,2011-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-08-14.npz,2011-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-08-21.npz,2011-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-08-28.npz,2011-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-09-01.npz,2011-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-09-07.npz,2011-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-09-14.npz,2011-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-09-21.npz,2011-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-09-28.npz,2011-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-10-01.npz,2011-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-10-07.npz,2011-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-10-14.npz,2011-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-10-21.npz,2011-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-10-28.npz,2011-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-11-01.npz,2011-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-11-07.npz,2011-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-11-14.npz,2011-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-11-21.npz,2011-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-11-28.npz,2011-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-12-01.npz,2011-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-12-07.npz,2011-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-12-14.npz,2011-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-12-21.npz,2011-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2011-12-28.npz,2011-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-01-01.npz,2012-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-01-07.npz,2012-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-01-14.npz,2012-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-01-21.npz,2012-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-01-28.npz,2012-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-02-01.npz,2012-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-02-07.npz,2012-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-02-14.npz,2012-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-02-21.npz,2012-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-02-28.npz,2012-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-03-01.npz,2012-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-03-07.npz,2012-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-03-14.npz,2012-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-03-21.npz,2012-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-03-28.npz,2012-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-04-01.npz,2012-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-04-07.npz,2012-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-04-14.npz,2012-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-04-21.npz,2012-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-04-28.npz,2012-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-05-01.npz,2012-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-05-07.npz,2012-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-05-14.npz,2012-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-05-21.npz,2012-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-05-28.npz,2012-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-06-01.npz,2012-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-06-07.npz,2012-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-06-14.npz,2012-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-06-21.npz,2012-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-06-28.npz,2012-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-07-01.npz,2012-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-07-07.npz,2012-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-07-14.npz,2012-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-07-21.npz,2012-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-07-28.npz,2012-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-08-01.npz,2012-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-08-07.npz,2012-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-08-14.npz,2012-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-08-21.npz,2012-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-08-28.npz,2012-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-09-01.npz,2012-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-09-07.npz,2012-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-09-14.npz,2012-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-09-21.npz,2012-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-09-28.npz,2012-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-10-01.npz,2012-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-10-07.npz,2012-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-10-14.npz,2012-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-10-21.npz,2012-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-10-28.npz,2012-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-11-01.npz,2012-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-11-07.npz,2012-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-11-14.npz,2012-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-11-21.npz,2012-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-11-28.npz,2012-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-12-01.npz,2012-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-12-07.npz,2012-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-12-14.npz,2012-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-12-21.npz,2012-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2012-12-28.npz,2012-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-01-01.npz,2013-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-01-07.npz,2013-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-01-14.npz,2013-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-01-21.npz,2013-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-01-28.npz,2013-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-02-01.npz,2013-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-02-07.npz,2013-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-02-14.npz,2013-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-02-21.npz,2013-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-02-28.npz,2013-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-03-01.npz,2013-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-03-07.npz,2013-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-03-14.npz,2013-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-03-21.npz,2013-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-03-28.npz,2013-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-04-01.npz,2013-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-04-07.npz,2013-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-04-14.npz,2013-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-04-21.npz,2013-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-04-28.npz,2013-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-05-01.npz,2013-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-05-07.npz,2013-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-05-14.npz,2013-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-05-21.npz,2013-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-05-28.npz,2013-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-06-01.npz,2013-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-06-07.npz,2013-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-06-14.npz,2013-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-06-21.npz,2013-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-06-28.npz,2013-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-07-01.npz,2013-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-07-07.npz,2013-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-07-14.npz,2013-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-07-21.npz,2013-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-07-28.npz,2013-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-08-01.npz,2013-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-08-07.npz,2013-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-08-14.npz,2013-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-08-21.npz,2013-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-08-28.npz,2013-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-09-01.npz,2013-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-09-07.npz,2013-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-09-14.npz,2013-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-09-21.npz,2013-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-09-28.npz,2013-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-10-01.npz,2013-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-10-07.npz,2013-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-10-14.npz,2013-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-10-21.npz,2013-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-10-28.npz,2013-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-11-01.npz,2013-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-11-07.npz,2013-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-11-14.npz,2013-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-11-21.npz,2013-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-11-28.npz,2013-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-12-01.npz,2013-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-12-07.npz,2013-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-12-14.npz,2013-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-12-21.npz,2013-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2013-12-28.npz,2013-12-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-01-01.npz,2014-01-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-01-07.npz,2014-01-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-01-14.npz,2014-01-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-01-21.npz,2014-01-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-01-28.npz,2014-01-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-02-01.npz,2014-02-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-02-07.npz,2014-02-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-02-14.npz,2014-02-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-02-21.npz,2014-02-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-02-28.npz,2014-02-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-03-01.npz,2014-03-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-03-07.npz,2014-03-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-03-14.npz,2014-03-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-03-21.npz,2014-03-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-03-28.npz,2014-03-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-04-01.npz,2014-04-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-04-07.npz,2014-04-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-04-14.npz,2014-04-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-04-21.npz,2014-04-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-04-28.npz,2014-04-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-05-01.npz,2014-05-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-05-07.npz,2014-05-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-05-14.npz,2014-05-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-05-21.npz,2014-05-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-05-28.npz,2014-05-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-06-01.npz,2014-06-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-06-07.npz,2014-06-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-06-14.npz,2014-06-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-06-21.npz,2014-06-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-06-28.npz,2014-06-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-07-01.npz,2014-07-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-07-07.npz,2014-07-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-07-14.npz,2014-07-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-07-21.npz,2014-07-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-07-28.npz,2014-07-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-08-01.npz,2014-08-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-08-07.npz,2014-08-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-08-14.npz,2014-08-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-08-21.npz,2014-08-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-08-28.npz,2014-08-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-09-01.npz,2014-09-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-09-07.npz,2014-09-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-09-14.npz,2014-09-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-09-21.npz,2014-09-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-09-28.npz,2014-09-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-10-01.npz,2014-10-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-10-07.npz,2014-10-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-10-14.npz,2014-10-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-10-21.npz,2014-10-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-10-28.npz,2014-10-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-11-01.npz,2014-11-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-11-07.npz,2014-11-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-11-14.npz,2014-11-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-11-21.npz,2014-11-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-11-28.npz,2014-11-28
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-12-01.npz,2014-12-01
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-12-07.npz,2014-12-07
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-12-14.npz,2014-12-14
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-12-21.npz,2014-12-21
./dataset_FULL_h180_next30_DOM_1_7_14_21_28/sample_2014-12-28.npz,2014-12-28
